2013-03-04 16:01:04.183 INFO in 'file_copier' at 	line 74: There are one argument received.
2013-03-04 16:01:04.183 INFO in 'file_copier' at 	line 76: And it is txt object.
2013-03-04 16:01:04.183 INFO in 'file_copier' at 	line 43: Path list from txt: ['/home/russel/DEV/py/catdv_file_copier/input/filename.original.mov', '/home/russel/DEV/py/catdv_file_copier/input/filename1.original.mov', '/home/russel/DEV/py/catdv_file_copier/input/filename2.original.mov']
2013-03-04 16:01:04.183 INFO in 'file_copier' at 	line 61: The new filename created: /home/russel/DEV/py/catdv_file_copier/input/filename.mov 
2013-03-04 16:01:04.184 INFO in 'file_copier' at 	line 61: The new filename created: /home/russel/DEV/py/catdv_file_copier/input/filename1.mov 
2013-03-04 16:01:04.184 INFO in 'file_copier' at 	line 61: The new filename created: /home/russel/DEV/py/catdv_file_copier/input/filename2.mov 
2013-03-04 16:01:04.184 INFO in 'file_copier' at 	line 90: ---End log at 2013-03-04 16:01:04.184310---

2013-03-04 16:01:04.184 INFO in 'file_copier' at 	line 91: 
     **************************************************
2013-03-04 16:01:31.784 INFO in 'file_copier' at 	line 24: 


     **************************************************
2013-03-04 16:01:31.784 INFO in 'file_copier' at 	line 26: 2013-03-04 16:01:31.784658
2013-03-04 16:01:31.784 INFO in 'file_copier' at 	line 28: ---Start log---
2013-03-04 16:01:31.784 INFO in 'file_copier' at 	line 74: There are one argument received.
2013-03-04 16:01:31.784 INFO in 'file_copier' at 	line 76: And it is txt object.
2013-03-04 16:01:31.784 INFO in 'file_copier' at 	line 43: Path list from txt: ['/home/russel/DEV/py/catdv_file_copier/input/filename.original.mov', '/home/russel/DEV/py/catdv_file_copier/input/filename1.original.mov', '/home/russel/DEV/py/catdv_file_copier/input/filename2.original.mov']
2013-03-04 16:01:31.785 INFO in 'file_copier' at 	line 61: The new filename created: /home/russel/DEV/py/catdv_file_copier/input/filename.mov 
2013-03-04 16:01:52.608 INFO in 'file_copier' at 	line 24: 


     **************************************************
2013-03-04 16:01:52.608 INFO in 'file_copier' at 	line 26: 2013-03-04 16:01:52.608446
2013-03-04 16:01:52.608 INFO in 'file_copier' at 	line 28: ---Start log---
2013-03-04 16:01:52.608 INFO in 'file_copier' at 	line 74: There are one argument received.
2013-03-04 16:01:52.608 INFO in 'file_copier' at 	line 76: And it is txt object.
2013-03-04 16:01:52.608 INFO in 'file_copier' at 	line 43: Path list from txt: ['/home/russel/DEV/py/catdv_file_copier/input/filename.original.mov', '/home/russel/DEV/py/catdv_file_copier/input/filename1.original.mov', '/home/russel/DEV/py/catdv_file_copier/input/filename2.original.mov']
2013-03-04 16:01:52.608 INFO in 'file_copier' at 	line 61: The new filename created: /home/russel/DEV/py/catdv_file_copier/input/filename.mov 
2013-03-04 16:02:34.727 INFO in 'file_copier' at 	line 24: 


     **************************************************
2013-03-04 16:02:34.728 INFO in 'file_copier' at 	line 26: 2013-03-04 16:02:34.728198
2013-03-04 16:02:34.728 INFO in 'file_copier' at 	line 28: ---Start log---
2013-03-04 16:02:34.728 INFO in 'file_copier' at 	line 74: There are one argument received.
2013-03-04 16:02:34.728 INFO in 'file_copier' at 	line 76: And it is txt object.
2013-03-04 16:02:34.728 INFO in 'file_copier' at 	line 43: Path list from txt: ['/home/russel/DEV/py/catdv_file_copier/input/filename.original.mov', '/home/russel/DEV/py/catdv_file_copier/input/filename1.original.mov', '/home/russel/DEV/py/catdv_file_copier/input/filename2.original.mov']
2013-03-04 16:02:34.728 INFO in 'file_copier' at 	line 61: The new filename created: /home/russel/DEV/py/catdv_file_copier/input/filename.mov 
2013-03-04 16:03:14.695 INFO in 'file_copier' at 	line 24: 


     **************************************************
2013-03-04 16:03:14.695 INFO in 'file_copier' at 	line 26: 2013-03-04 16:03:14.695243
2013-03-04 16:03:14.695 INFO in 'file_copier' at 	line 28: ---Start log---
2013-03-04 16:03:14.695 INFO in 'file_copier' at 	line 74: There are one argument received.
2013-03-04 16:03:14.695 INFO in 'file_copier' at 	line 76: And it is txt object.
2013-03-04 16:03:14.695 INFO in 'file_copier' at 	line 43: Path list from txt: ['/home/russel/DEV/py/catdv_file_copier/input/filename.original.mov', '/home/russel/DEV/py/catdv_file_copier/input/filename1.original.mov', '/home/russel/DEV/py/catdv_file_copier/input/filename2.original.mov']
2013-03-04 16:03:14.695 INFO in 'file_copier' at 	line 61: The new filename created: /home/russel/DEV/py/catdv_file_copier/input/filename.mov 
2013-03-04 16:04:49.808 INFO in 'file_copier' at 	line 24: 


     **************************************************
2013-03-04 16:04:49.808 INFO in 'file_copier' at 	line 26: 2013-03-04 16:04:49.808857
2013-03-04 16:04:49.808 INFO in 'file_copier' at 	line 28: ---Start log---
2013-03-04 16:04:49.809 INFO in 'file_copier' at 	line 74: There are one argument received.
2013-03-04 16:04:49.809 INFO in 'file_copier' at 	line 76: And it is txt object.
2013-03-04 16:04:49.809 INFO in 'file_copier' at 	line 43: Path list from txt: ['/home/russel/DEV/py/catdv_file_copier/input/filename.original.mov', '/home/russel/DEV/py/catdv_file_copier/input/filename1.original.mov', '/home/russel/DEV/py/catdv_file_copier/input/filename2.original.mov']
2013-03-04 16:04:49.809 INFO in 'file_copier' at 	line 61: The new filename created: /home/russel/DEV/py/catdv_file_copier/input/filename.mov 
2013-03-04 16:15:13.447 INFO in 'file_copier' at 	line 24: 


     **************************************************
2013-03-04 16:15:13.447 INFO in 'file_copier' at 	line 26: 2013-03-04 16:15:13.447788
2013-03-04 16:15:13.447 INFO in 'file_copier' at 	line 28: ---Start log---
